sportnik,drzava,kvota
Ramon Zenhaeusern,SUI,151.00
Patrick Thaler,ITA,151.00
Marc Digruber,AUT,151.00
Thomas Mermillod Blondin,FRA,151.00
Henrik Kristoffersen,NOR,1.90
Marcel Hirscher,AUT,3.75
Giuliano Razzoli,ITA,13.00
Felix Neureuther,GER,15.00
Alexander Khoroshilov,RUS,17.00
Stefano Gross,ITA,17.00
Alexis Pinturault,FRA,23.00
Manuel Feller,AUT,31.00
Fritz Dopfer,GER,34.00
Mattias Hargin,SWE,51.00
Jean-Baptiste Grange,FRA,51.00
Jens Byggmark,SWE,51.00
Julien Lizeroux,FRA,67.00
Daniel Yule,SUI,67.00
Sebastian Foss-Solevaag,NOR,67.00
Marco Schwarz,AUT,67.00
Henrik Kristoffersen,NOR,1.90
Marcel Hirscher,AUT,1.50
Aksel Lund Svindal,NOR,2.70
Kjetil Jansrud,NOR,67.00
Henrik Kristoffersen,NOR,17.00
Marcel Hirscher,AUT,1.50
Aksel Lund Svindal,NOR,2.70
Henrik Kristoffersen,NOR,17.00
Kjetil Jansrud,NOR,67.00
Lindsey Vonn,USA,1.55
Lara Gut,SUI,2.30
Frida Hansdotter,SWE,23.00
Lindsey Vonn,USA,1.55
Lara Gut,SUI,2.30
Son of Saul,HUN,1.12
Mustang,FRA,6.00
Embrace of the Serpent,COL,17.00
A War,DEN,26.00
Theeb,JOR,26.00
Rooney Mara,Carol,1.65
Alicia Wikander,The Danish Girl,3.75
Kate Winslet,Steve Jobs,4.50
Jennifer Jason Leigh,The Hateful Eight,21.00
Rachel McAdams,Spotlight,34.00
Sylvester Stallone,Creed,1.57
Mark Rylance,Bridge of Spies,2.65
Tom Hardy,The Revenant,11.00
Mark Ruffalo,Spotlight,17.00
Christian Bale,The Big Short,26.00
Brie Larson,Room,1.25
Saoirse Ronan,Brooklyn,7.00
Cate Blanchett,Carol,10.00
Jennifer Lawrence,Joy,10.00
Charlotte Rampling,45 Years,34.00
Alejandro Gonzalez Inarritu,The Revenant,1.67
Tom McCarthy,Spotlight,4.00
George Miller,Mad Max: Fury Road,5.50
Adam McKay,The Big Short,10.00
Lenny Abrahamson,Room,34.00
Leonardo DiCaprio,The Revenant,1.09
Michael Fassbender,Steve Jobs,9.00
Eddie Redmayne,The Danish Girl,13.00
Matt Damon,The Martian,34.00
Bryan Cranston,Trumbo,34.00
Sebastien Ogier,FRA/Volkswagen,1.40
Jari-Matti Latvala,FIN/Volkswagen,5.00
Andreas Mikkelsen,NOR/Volkswagen,15.00
Kris Meeke,GBR/Citroen,17.00
Dani Sordo,ESP/Hyundai,23.00
Mads Ostberg,NOR/Ford,23.00
Thierry Neuville,BEL/Hyundai,29.00
Bryan Bouffier,FRA/Ford,29.00
Hayden Paddon,NZL/Hyundai,41.00
Ott Tanak,EST/Ford,41.00
Robert Kubica,POL/Ford,41.00
Stephane Lefebvre,FRA/Citroen,51.00
Eric Camilli,FRA/Ford,67.00
Lorenzo Bertelli,ITA/Ford,301.00
Andreas Mikkelsen,NOR/Volkswagen,3.50
Kris Meeke,GBR/Citroen,5.00
Dani Sordo,ESP/Hyundai,8.00
Mads Ostberg,NOR/Ford,8.00
Thierry Neuville,BEL/Hyundai,9.00
Bryan Bouffier,FRA/Ford,10.00
Hayden Paddon,NZL/Hyundai,12.00
Ott Tanak,EST/Ford,13.00
Robert Kubica,POL/Ford,13.00
Stephane Lefebvre,FRA/Citroen,17.00
Eric Camilli,FRA/Ford,23.00
Lorenzo Bertelli,ITA/Ford,81.00
Estonia,U21,5.00
Russia,U21,1.55
Al Ahli,KSA,1.10
Japan,U23,1.90
Iran,U23,4.10
Qatar,U23,1.45
Korea DPR,U23,7.75
Peter Prevc,SLO,1.60
Kenneth Gangnes,NOR,5.50
Stefan Kraft,AUT,7.50
Johann A. Forfang,NOR,15.00
Michael Hayboeck,AUT,15.00
Kamil Stoch,POL,15.00
Anders Fannemel,NOR,21.00
Noriaki Kasai,JPN,34.00
Domen Prevc,SLO,34.00
Daniel-Andre Tande,NOR,51.00
Richard Freitag,GER,51.00
Andreas Wellinger,GER,51.00
Roman Koudelka,CZE,67.00
Robert Kranjec,SLO,67.00
Simon Ammann,SUI,67.00
Stefan Hula,POL,101.00
Manuel Fettner,AUT,101.00
Jurij Tepes,SLO,101.00
Andreas Stjernen,NOR,101.00
Andreas Wank,GER,101.00
Alexei Smirnov,Orenburg,1.65
Grigory Vlasov,UMMC,2.15
Vladimir Samsonov,Orenburg,1.45
Alexander Shibaev,UMMC,2.63
Vladimir Samsonov,Orenburg,2.35
Jun Mizutani,UMMC,1.55
Dimitrij Ovtcharov,Orenburg,1.22
Alexander Shibaev,UMMC,4.00
Dimitrij Ovtcharov,Orenburg,1.87
Jun Mizutani,UMMC,1.87
Kaii Yoshida,Grudziazd,1.47
Bojan Tokic,Saarbr&#252;cken,2.56
Yang Wang,Grudziazd,1.50
Bojan Tokic,Saarbr&#252;cken,2.48
Yaroslaw Zhmudenko,Grudziazd,2.63
Adrien Mattenet,Saarbrucken,1.45
Kaii Yoshida,Grudziazd,2.15
Tiago Apolonia ,Saarbr&#252;cken,1.65
Yang Wang,Grudziazd,2.63
Tiago Apolonia ,Saarbr&#252;cken,1.45
Robert Gardos,Chartres,2.81
Hui Xu,Esl&#246;v,1.40
Robert Gardos,Chartres,1.30
Robert Svensson,Esl&#246;v,3.32
Per Geraell,Chartres,1.35
Mattias Oversjo,Eslov,3.03
Ning Gao,Chartres,1.25
Robert Svensson,Esl&#246;v,3.70
Ning Gao,Chartres,2.30
Hui Xu,Esl&#246;v,1.57
Marcos Freitas,Pontoise,1.70
Timo Boll,D&#252;sseldorf,2.07
Kristian Karlsson,Pontoise,3.46
Timo Boll,D&#252;sseldorf,1.28
Kristian Karlsson,Pontoise,1.87
Panagiotis Gionis,Dusseldorf,1.87
Jian Jun Wang,Pontoise,1.80
Sharath Kamal Achanta,D&#252;sseldorf,1.94
Marcos Freitas,Pontoise,1.35
Panagiotis Gionis,Dusseldorf,3.03
Alvaro Robles,Grunwettersbach,3.46
Liam Pitchford,Ochsenhausen,1.28
Anton Kallberg,Hagen,1.75
Steffen Mengel,Bergneustadt,2.00
Borna Kovac,Hagen,5.65
Ricardo Walther,Bergneustadt,1.12
Joao Geraldo,Grunwettersbach,2.73
Liam Pitchford,Ochsenhausen,1.42
Bastian Steger,Bremen,1.33
Ovidiu Ionescu,Muhlhausen,3.14
Kirill Skachkov,Bremen,1.60
Lars Hielscher,Muhlhausen,2.24
Bastian Steger,Bremen,1.28
Lars Hielscher,Muhlhausen,3.46
Cedric Nuytinck,Hagen,2.89
Steffen Mengel,Bergneustadt,1.38
Joao Geraldo,Grunwettersbach,2.89
Simon Gauzy,Ochsenhausen,1.38
Bojan Tokic,Saarbr&#252;cken,2.81
Panagiotis Gionis,Dusseldorf,1.40
Bojan Tokic,Saarbr&#252;cken,7.35
Timo Boll,D&#252;sseldorf,1.07
Tiago Apolonia ,Saarbr&#252;cken,2.15
Panagiotis Gionis,Dusseldorf,1.65
Tiago Apolonia ,Saarbr&#252;cken,3.03
Timo Boll,D&#252;sseldorf,1.35
Samuel Walker,Grunwettersbach,3.70
Hugo Calderano,Ochsenhausen,1.25
Alvaro Robles,Grunwettersbach,4.22
Simon Gauzy,Ochsenhausen,1.20
Adrien Mattenet,Saarbrucken,2.24
Patrick Franziska,Dusseldorf,1.60
Anton Kallberg,Hagen,1.57
Benedikt Duda,Bergneustadt,2.30
Constantin Cioti,Bremen,1.35
Bohumil Vozicky,Muhlhausen,3.03
Jonathan Groth,Fulda,1.25
Liang Qiu,Grenzau,3.70
Ruwen Filus,Fulda,1.87
Masaki Yoshida,Grenzau,1.87
Ruwen Filus,Fulda,2.35
Andrej Gacina,Grenzau,1.55
Xi Wang,Fulda,1.53
Masaki Yoshida,Grenzau,2.40
Xi Wang,Fulda,1.70
Andrej Gacina,Grenzau,2.07
Kirill Skachkov,Bremen,1.70
Ovidiu Ionescu,Muhlhausen,2.07
Cedric Nuytinck,Hagen,2.15
Benedikt Duda,Bergneustadt,1.65
Zhai Chao,Boulogne,1.22
Dmitrij Prokopcov,Hennebont,4.00
Emmanuel Lebesson,Boulogne,1.65
Kalinikos Kreanga,Hennebont,2.15
Emmanuel Lebesson,Boulogne,3.32
Koki Niwa,Hennebont,1.30
Paul Drinkhall,Boulogne,1.87
Dmitrij Prokopcov,Hennebont,1.87
Paul Drinkhall,Boulogne,1.60
Kalinikos Kreanga,Hennebont,2.24
Zhai Chao,Boulogne,1.94
Koki Niwa,Hennebont,1.80
Patrick Baum,Caen,1.57
Par Gerell,Chartres,2.30
Romain Lorentz,Caen,3.55
Ning Gao,Chartres,1.27
Jakub Kleprlik,Caen,4.64
Par Gerell,Chartres,1.17
Jakub Kleprlik,Caen,4.95
Robert Gardos,Chartres,1.15
Patrick Baum,Caen,2.35
Ning Gao,Chartres,1.55
Romain Lorentz,Caen,3.46
Robert Gardos,Chartres,1.28
